"rgn_id","score"
4,-0.0787569014661907
8,-0.0787569014661907
3,-0.0787569014661907
5,-0.0787569014661907
11,-0.0787569014661907
1,-0.0787569014661907
10,-0.0787569014661907
7,-0.0787569014661907
2,-0.0787569014661907
6,-0.0787569014661907
9,-0.0787569014661907
