"rgn_id","pressure_score"
4,0.0074835
8,0.0074835
3,0.0074835
5,0.0074835
11,0.0074835
1,0.0074835
10,0.0074835
7,0.0074835
2,0.0074835
6,0.0074835
9,0.0074835
