"rgn_id","year","count"
7,2010,13850.3315897207
2,2010,457324.966484981
6,2010,3689968.51773156
9,2010,71.2055246159343
4,2011,9524069.28897997
8,2011,2028.13897277416
3,2011,1351234.39629566
5,2011,1226965.00297694
11,2011,5008.73608296332
1,2011,2735266.16947458
10,2011,36541.3559819263
10,2011,67185.5011977963
7,2011,13967.1253604028
2,2011,461181.387316268
6,2011,3721084.40359264
9,2011,71.8059695698631
4,2012,9621812.25818343
8,2012,2048.95321919985
3,2012,1365101.75256706
5,2012,1239557.01578794
11,2012,5060.13939827433
1,2012,2763337.47270161
10,2012,36916.3701196885
10,2012,67875.0079805843
7,2012,14110.4662226477
2,2012,465914.368227045
6,2012,3759272.89500614
9,2012,72.5428949805604
