"rgn_id","year","count"
4,1988,119644.091164837
8,1988,25.4780637131988
3,1988,16974.5941981462
5,1988,15413.4864224576
11,1988,62.9211798389652
1,1988,34361.1984553046
10,1988,1303.04654240729
7,1988,175.459036387346
2,1988,5793.49291499151
6,1988,46745.3299747228
9,1988,0.902047193140102
4,1989,119544.595039129
8,1989,25.4568761342273
3,1989,16960.478111495
5,1989,15400.6685543308
11,1989,62.8688545334858
1,1989,34332.6236540943
10,1989,1301.96292781901
7,1989,175.313124506774
2,1989,5788.67504146553
6,1989,46706.4565194424
9,1989,0.901297049944144
4,1990,121982.250118994
8,1990,25.9759718190284
3,1990,17306.322234451
5,1990,15714.706323437
11,1990,64.1508245177308
1,1990,35032.706283745
10,1990,1328.51148523188
7,1990,178.887965580778
2,1990,5906.71294285205
6,1990,47658.8561738131
9,1990,0.919675558245127
4,1991,117206.436084972
8,1991,24.9589680283976
3,1991,16628.7500751902
5,1991,15099.4486533514
11,1991,61.6392098547201
1,1991,33661.1158256539
10,1991,1276.49798499442
7,1991,171.884195313342
2,1991,5675.45501360499
6,1991,45792.9303203522
9,1991,0.883668684839119
4,1992,119295.854724857
8,1992,25.4039071867986
3,1992,16925.1878948668
5,1992,15368.6238840138
11,1992,62.7380412697873
1,1992,34261.1866510688
10,1992,1299.25389134831
7,1992,174.948344805345
2,1992,5776.63035765058
6,1992,46609.2728812413
9,1992,0.899421691954247
4,1993,126360.079650182
8,1993,26.9082252937733
3,1993,17927.4300471066
5,1993,16278.6925210155
11,1993,66.4531379588239
1,1993,36289.9975369953
10,1993,1376.19052711622
7,1993,185.308088325929
2,1993,6118.69937799519
6,1993,49369.2882061522
9,1993,0.952681858867301
4,1994,139294.575992326
8,1994,29.6626105600651
3,1994,19762.5213117711
5,1994,17945.0153774974
11,1994,73.2554276711445
1,1994,40004.7216943255
10,1994,1517.06042359269
7,1994,204.276632800236
2,1994,6745.02293637265
6,1994,54422.8373926087
9,1994,1.05020047434191
4,1995,143722.153586368
8,1995,30.6054578242957
3,1995,20390.6871677524
5,1995,18515.4105091393
11,1995,75.5839037649773
1,1995,41276.3003481808
10,1995,1565.28127277117
7,1995,210.769711485672
2,1995,6959.41830827878
6,1995,56152.706152588
9,1995,1.08358184656206
4,1996,156905.390242785
8,1996,33.4128120380162
3,1996,22261.068649045
5,1996,20213.7780359381
11,1996,82.5170067409963
1,1996,45062.4615085366
10,1996,1708.86020571833
7,1996,230.103035661409
2,1996,7597.7865504712
6,1996,61303.4389772457
9,1996,1.18297582002656
4,1997,164417.347733799
8,1997,35.0124742503626
3,1997,23326.8331912155
5,1997,21181.5270795103
11,1997,86.4675673046902
1,1997,47219.8589999092
10,1997,1790.67310713351
7,1997,241.119382644565
2,1997,7961.53600168272
6,1997,64238.3848509185
9,1997,1.23961163132143
4,1998,182724.634864219
8,1998,38.910988781114
3,1998,25924.1931350483
5,1998,23540.0148148385
11,1998,96.0954235128977
1,1998,52477.622422592
10,1998,1990.05819137712
7,1998,267.967168669739
2,1998,8848.02473046313
6,1998,71391.1006225185
9,1998,1.37763797937779
4,1999,186803.97601828
8,1999,39.7796795189445
3,1999,26502.9526877501
5,1999,24065.5474080367
11,1999,98.2407610375527
1,1999,53649.1892722115
10,1999,2034.48638949662
7,1999,273.949555773174
2,1999,9045.55754502832
6,1999,72984.9122890163
9,1999,1.40839385041209
4,2000,200832.929743222
8,2000,42.7671281539224
3,2000,28493.3209055785
5,2000,25872.8668139132
11,2000,105.618629110147
1,2000,57678.2362428543
10,2000,2187.27604644417
7,2000,294.523130933769
2,2000,9724.87771219157
6,2000,78466.0694835576
9,2000,1.51416404104224
4,2001,214662.891216746
8,2001,45.7122016309575
3,2001,30455.4569501044
5,2001,27654.5504835361
11,2001,112.891846571782
1,2001,61650.1336110766
10,2001,2337.89847421516
7,2001,314.804882333221
2,2001,10394.5621323029
6,2001,83869.4797675381
9,2001,1.61843394528047
4,2002,223020.565776285
8,2002,47.4919582645614
3,2002,31641.2082288106
5,2002,28731.251406186
11,2002,117.28717223205
1,2002,64050.4169127361
10,2002,2428.92209963072
7,2002,327.061480301236
2,2002,10799.2635084852
6,2002,87134.8500110946
9,2002,1.68144597374099
4,2003,212871.960953987
8,2003,45.3308252094709
3,2003,30201.3673903816
5,2003,27423.828857254
11,2003,111.949991073153
1,2003,61135.7871892924
10,2003,2318.39341162611
7,2003,312.178468482933
2,2003,10307.8404088352
6,2003,83169.7575724902
9,2003,1.60493136775322
4,2004,222821.573524868
8,2004,47.4495831066184
3,2004,31612.9760555081
5,2004,28705.6156699324
11,2004,117.182521621091
1,2004,63993.2673103157
10,2004,2426.75487045416
7,2004,326.769656540092
2,2004,10789.6277614333
6,2004,87057.1031005337
9,2004,1.67994568734907
4,2005,205210.759274409
8,2005,43.6993816286673
3,2005,29114.4287182342
5,2005,26436.8530114917
11,2005,107.92094255124
1,2005,58935.5274961045
10,2005,2234.95508832851
7,2005,300.94325367892
2,2005,9936.86414733471
6,2005,80176.5015158967
9,2005,1.54717034166442
4,2006,193420.468377916
8,2006,41.1886535205475
3,2006,27441.6724500593
5,2006,24917.9356384678
11,2006,101.720393851932
1,2006,55549.413552692
10,2006,2106.54675961727
7,2006,283.652695831185
2,2006,9365.94613450603
6,2006,75569.9970651652
9,2006,1.45827837294333
4,2007,175262.425436059
8,2007,37.3219203582533
3,2007,24865.4866362034
5,2007,22578.6747053297
11,2007,92.1710256019436
1,2007,50334.5123318245
10,2007,1908.78709725608
7,2007,257.023777626869
2,2007,8486.68421601459
