"rgn_id","trend.score"
4,-0.334640787457668
8,-0.334640787457668
3,-0.334640787457668
5,-0.334640787457668
11,-0.334640787457668
1,-0.334640787457668
10,-0.334640787457668
7,-0.334640787457668
2,-0.334640787457668
6,-0.334640787457668
9,-0.334640787457668
