"rgn_id","pressure_score"
4,0.00117498
8,0.00117498
3,0.00117498
5,0.00117498
11,0.00117498
1,0.00117498
10,0.00117498
7,0.00117498
2,0.00117498
6,0.00117498
9,0.00117498
