"rgn_id","saup_id","prop_area"
4,124,0.07947041820024
8,124,0.0057223659785291
3,124,0.00377367598610618
5,124,0.171997339183136
11,124,0.123515324342928
1,124,0.0842200658509517
10,124,0.394775000080508
7,124,0.02462201811374
2,124,0.00357030725161377
6,124,0.107112713416758
9,124,0.00122077159548968
